7.56725091738287e-10 3.02690036695315e-09 52.925098161986 -27.934930243637
4.40365418632557e-10 1.76146167453023e-09 53.1624973745392 -27.9572806317569
5.52697969452098e-09 2.21079187780839e-08 53.2184148792757 -27.834937662973
2.49007813916239e-09 9.96031255664956e-09 53.3900361684351 -27.9485871743627
7.27508614054107e-10 2.91003445621643e-09 52.8073682170284 -27.989838823462
1.71440220971734e-08 6.85760883886937e-08 53.0119040435495 -27.8205702337448
1.92935747508678e-08 7.71742990034712e-08 53.2203069166709 -27.5797249995152
6.99983555643335e-09 2.79993422257334e-08 53.402771267072 -27.8507853554787
9.48993208591201e-10 3.79597283436481e-09 53.2371593170299 -27.7402187633615
6.09379953902219e-10 2.43751981560888e-09 53.4840609166832 -27.6696254820269
